date,Corr
2020-09-30,0.8676560621728461
2020-10-01,0.9569888442397584
2020-10-02,0.9566720130269516
2020-10-03,0.9644483097145187
2020-10-04,0.9670060279970237
2020-10-05,0.9412509945035726
2020-10-06,0.9464009762248154
2020-10-07,0.9415646234498817
2020-10-08,0.8564114082556484
2020-10-09,0.87445050027834
2020-10-10,0.8575697893440785
2020-10-11,0.8605560864153085
2020-10-12,0.860798079496829
2020-10-13,0.8723346119409271
2020-10-14,0.8829614790251918
2020-10-15,0.8691338180678315
2020-10-16,0.8891337860334553
2020-10-17,0.8924697010271837
2020-10-18,0.887229895194541
2020-10-19,0.8384192582992153
2020-10-20,0.6086683349661752
2020-10-21,0.7438108401584637
2020-10-22,0.6614388088143829
2020-10-23,0.6989271029468194
2020-10-24,0.6966640053466339
2020-10-25,0.7127270393648705
2020-10-26,0.7067209977998842
2020-10-27,0.7072447718150954
2020-10-28,0.7529848092026665
2020-10-29,0.7495627634746294
2020-10-30,0.7247211660301085
2020-10-31,0.7354483614834281
2020-11-01,0.6890461641979637
2020-11-02,0.7189629914830203
2020-11-03,0.7598014677027921
2020-11-04,0.6228924642878014
2020-11-05,0.6650912483467533
2020-11-06,0.36057512420377147
2020-11-07,0.46802910905021133
2020-11-08,0.4912125335407599
2020-11-09,0.5114099024539052
2020-11-10,0.4933225173405793
2020-11-11,0.4411165895426049
2020-11-12,0.4074522556753047
2020-11-13,0.39110731304132973
2020-11-14,0.4356984195134693
2020-11-15,0.47096537705563063
2020-11-16,0.44935811296132927
2020-11-17,0.48756863228559855
2020-11-18,0.502361099298023
2020-11-19,0.5531618449664687
2020-11-20,0.8191116956792801
2020-11-21,0.5881978883938561
2020-11-22,0.535195842463597
2020-11-23,0.35188636939066914
2020-11-24,0.2634053082108763
2020-11-25,0.3823957193738288
2020-11-26,0.6568422419604458
2020-11-27,0.6629047101093762
2020-11-28,0.6638515119661526
2020-11-29,0.6643442334418808
2020-11-30,0.6948421976859704
2020-12-01,0.7271893377437672
2020-12-02,0.7296614954451822
2020-12-03,0.7353216011334199
2020-12-04,0.7373661093659925
2020-12-05,0.7846572254922276
2020-12-06,0.7965070559184966
2020-12-07,0.8875780978032306
2020-12-08,0.9332619590975739
2020-12-09,0.9400946216706835
2020-12-10,0.9231174566958877
2020-12-11,0.9236451104307124
2020-12-12,0.922598388638046
2020-12-13,0.9367776332785622
2020-12-14,0.9482262432906311
2020-12-15,0.9533884646639055
2020-12-16,0.9234748750769058
2020-12-17,0.8600415484767809
2020-12-18,0.8387843231583734
2020-12-19,0.8498612936283457
2020-12-20,0.8610594178691248
2020-12-21,0.8725204801197652
2020-12-22,0.8436037944816008
2020-12-23,0.8535605368092992
2020-12-24,0.8222556368384745
2020-12-25,0.8147070454306906
2020-12-26,0.7719622006910797
2020-12-27,0.6236737002267816
2020-12-28,0.5993659673425359
2020-12-29,0.6010874907821707
2020-12-30,0.5130314581336016
2020-12-31,0.5765421166899727
2021-01-01,0.5795988073399185
2021-01-02,0.6299352089917933
2021-01-03,0.3354644327855951
2021-01-04,0.1621642919275199
2021-01-05,0.17560093497961218
2021-01-06,0.038833832771056974
2021-01-07,-0.005742111213367153
2021-01-08,-0.002805434731580733
2021-01-09,0.045693448193393146
2021-01-10,0.20423074330251484
2021-01-11,0.4787741990825379
2021-01-12,0.5166929099532407
2021-01-13,0.5450250611653779
2021-01-14,0.5511252307866291
2021-01-15,0.5871509799937596
2021-01-16,0.5834322675417015
2021-01-17,0.7296075576266565
2021-01-18,0.7911747996255891
2021-01-19,0.7003920840039263
2021-01-20,0.6556245598042191
2021-01-21,0.8255042251492468
2021-01-22,0.8657401705454831
2021-01-23,0.872473452659224
2021-01-24,0.8494482384660138
2021-01-25,0.8117613010007528
2021-01-26,0.8040343999109913
2021-01-27,0.8385227243088973
2021-01-28,0.7915867844679172
2021-01-29,0.7883631611221699
2021-01-30,0.8048175142637011
2021-01-31,0.8091680081409481
2021-02-01,0.8127003033389515
2021-02-02,0.8752951038359851
2021-02-03,0.8839053692223291
2021-02-04,0.7751817197171703
2021-02-05,0.7527640335746701
2021-02-06,0.7101283204328761
2021-02-07,0.829314547186764
2021-02-08,0.7710508618588923
2021-02-09,0.7760334381235007
2021-02-10,0.7259410175720324
2021-02-11,0.6986505703483806
2021-02-12,0.6778588347207887
2021-02-13,0.6822948397578884
2021-02-14,0.629437747729605
2021-02-15,0.659013739130641
2021-02-16,0.6637649025323935
2021-02-17,0.7002514599391478
2021-02-18,0.6007913754822074
2021-02-19,0.6407218377719534
2021-02-20,0.6762955770056671
2021-02-21,0.6736032498535611
2021-02-22,0.5799312254737455
2021-02-23,0.7694993618025264
2021-02-24,0.7725633061055234
2021-02-25,0.7963668643210388
2021-02-26,0.8330843533951059
2021-02-27,0.8243551592563823
2021-02-28,0.832773307953963
2021-03-01,0.8768772659520432
2021-03-02,0.8808299045033665
2021-03-03,0.882835232919952
2021-03-04,0.9151946021028595
2021-03-05,0.9615469126495712
2021-03-06,0.9117580835579777
2021-03-07,0.9181213557890586
2021-03-08,0.9048492787408842
2021-03-09,0.8290371371757826
2021-03-10,0.780584420281222
2021-03-11,0.7095813844100365
2021-03-12,0.7060026374165463
2021-03-13,0.7461501310869872
2021-03-14,0.7531312666489477
2021-03-15,0.6960695392259025
2021-03-16,0.6667601943846334
2021-03-17,0.6275624623943693
2021-03-18,0.6258829344971196
2021-03-19,0.6226430361102891
2021-03-20,0.7541253229067255
2021-03-21,0.7397033804406582
2021-03-22,0.8265238208079378
2021-03-23,0.8253850869397854
