TS,ConfUp,ConfDown,VaR_0.99,VaR_0.95,VaR_0.75,DiffSeries,date
4047.98291,4250.33386576855,3845.631954231451,0.11628969939556807,0.08222309997672277,0.03371645796011209,-0.01472138547481272,2022-01-26
4093.281006,4295.030935524103,3891.5310764758965,0.11466120184475982,0.08107166422937867,0.033244299467181423,0.01112814028038045,2022-01-27
4067.328125,4245.752088981492,3888.9041610185077,0.10205132129247235,0.07215579743520602,0.029588253319215895,-0.006360546885739282,2022-01-28
4037.547607,4203.293138352143,3871.8020756478577,0.09549900138002902,0.06752295327067091,0.027688506221946158,-0.007348823846259123,2022-01-29
3800.893066,3951.5792977677474,3650.2068342322527,0.0922279550708425,0.06521014681311993,0.026740115298738817,-0.06040142319818287,2022-01-30
3628.531738,3763.1587231306453,3493.904752869355,0.08631292855104808,0.06102790350670582,0.02502514188300052,-0.04640796992560858,2022-01-31
3713.852051,3842.9854051601983,3584.7186968398014,0.08088881834629137,0.057192764556579075,0.023452502305804535,0.02324154008681667,2022-02-01
3682.632813,3834.496607822282,3530.7690181777184,0.09593354379004432,0.06783019823052998,0.027814495290413258,-0.00844169195764799,2022-02-02
3769.697021,3920.4583201594296,3618.9357218405703,0.09303751092816913,0.06578254654017818,0.026974833903841307,0.023366697755857757,2022-02-03
3829.564941,3959.6930325028407,3699.4368494971595,0.07904898172103494,0.055891900666091975,0.022919069211116385,0.015756571864324442,2022-02-04
3761.380371,3887.5860429485606,3635.17469905144,0.0780559974452605,0.055189807137544865,0.022631168281255713,-0.01796519433567667,2022-02-05
3794.056641,3919.3168093420772,3668.796472657923,0.07680400001824556,0.05430457731798982,0.022268170364556944,0.0086497905233891,2022-02-06
3550.386963,3663.692847275113,3437.081078724887,0.07424230252834162,0.05249331879795517,0.021525444515459406,-0.06637919929113245,2022-02-07
3418.408203,3532.0242888508906,3304.7921171491093,0.0773197710981682,0.05466925533581948,0.022417710470203793,-0.03788159620336984,2022-02-08
3193.210449,3294.2645145530078,3092.1563834469925,0.07362086349054894,0.05205392782524265,0.02134526756684389,-0.06814818395524114,2022-02-09
3091.972656,3218.8494403956074,2965.0958716043924,0.0954599443404196,0.06749533783362627,0.02767718221783503,-0.03221753383115811,2022-02-10
3157.751465,3308.542588635325,3006.9603413646746,0.11108936652595892,0.07854618369202553,0.03220869927221365,0.021050925390710518,2022-02-11
3083.0979,3222.972787941937,2943.2230120580634,0.10554243126545736,0.07462420079191312,0.030600448408291542,-0.023925309425628427,2022-02-12
3238.111572,3383.0440021163213,3093.1791418836783,0.10412341983399617,0.07362088304835043,0.030189027280517925,0.04905540854993795,2022-02-13
3372.258301,3513.4036259384266,3231.112976061573,0.09736891343819783,0.0688450821170402,0.02823065923830143,0.04059232719181516,2022-02-14
3248.288574,3367.351190929185,3129.225957070815,0.08526984578524363,0.060290387639156805,0.024722715645724484,-0.0374543738982176,2022-02-15
3310.001465,3438.0990412738684,3181.9038887261313,0.09003002789743421,0.06365609355939217,0.026102859208760196,0.018820366959383605,2022-02-16
